# t      x1       y1       x2       y2       x3       y3      
23.585   -0.230   -0.307   -0.829   0.154    1.060    0.153   


23.606   -0.249   -0.326   -0.811   0.162    1.060    0.164   


23.627   -0.268   -0.344   -0.793   0.170    1.061    0.174   


23.648   -0.287   -0.360   -0.774   0.177    1.061    0.184   


23.668   -0.306   -0.377   -0.755   0.183    1.061    0.194   


23.687   -0.324   -0.391   -0.737   0.188    1.061    0.203   


23.706   -0.341   -0.404   -0.719   0.193    1.060    0.211   


23.723   -0.358   -0.416   -0.701   0.196    1.059    0.220   


23.740   -0.374   -0.427   -0.684   0.199    1.058    0.227   


23.756   -0.390   -0.436   -0.667   0.202    1.057    0.235   


23.771   -0.405   -0.445   -0.651   0.204    1.056    0.242   


23.785   -0.420   -0.454   -0.635   0.205    1.055    0.248   


23.800   -0.434   -0.461   -0.619   0.206    1.053    0.255   


23.813   -0.448   -0.468   -0.604   0.207    1.052    0.261   


23.827   -0.462   -0.474   -0.588   0.207    1.050    0.267   


23.840   -0.475   -0.480   -0.573   0.207    1.048    0.273   


23.854   -0.489   -0.485   -0.558   0.206    1.047    0.279   


23.867   -0.502   -0.490   -0.542   0.205    1.045    0.285   


23.881   -0.516   -0.495   -0.527   0.204    1.042    0.291   


23.894   -0.530   -0.499   -0.511   0.202    1.040    0.297   


23.908   -0.544   -0.503   -0.494   0.200    1.038    0.303   


23.923   -0.558   -0.507   -0.477   0.197    1.035    0.309   


23.937   -0.572   -0.510   -0.460   0.194    1.032    0.316   


23.952   -0.587   -0.513   -0.442   0.191    1.029    0.322   


23.968   -0.602   -0.516   -0.424   0.187    1.026    0.329   


23.983   -0.617   -0.518   -0.406   0.182    1.022    0.335   


23.999   -0.632   -0.519   -0.387   0.177    1.018    0.342   


24.016   -0.647   -0.520   -0.367   0.171    1.014    0.349   


24.032   -0.662   -0.521   -0.348   0.165    1.010    0.356   


24.050   -0.678   -0.521   -0.327   0.158    1.005    0.363   


24.068   -0.694   -0.521   -0.306   0.150    1.000    0.371   


24.087   -0.710   -0.520   -0.283   0.142    0.994    0.378   


24.108   -0.728   -0.519   -0.259   0.132    0.987    0.387   


24.131   -0.746   -0.516   -0.233   0.120    0.979    0.396   


24.155   -0.765   -0.513   -0.206   0.108    0.970    0.405   


24.180   -0.784   -0.509   -0.177   0.094    0.961    0.414   


24.205   -0.802   -0.504   -0.148   0.080    0.950    0.424   


24.232   -0.820   -0.498   -0.119   0.065    0.939    0.433   


24.259   -0.839   -0.491   -0.088   0.048    0.926    0.443   


24.289   -0.857   -0.484   -0.055   0.030    0.912    0.453   


24.320   -0.875   -0.475   -0.020   0.011    0.896    0.463   


24.353   -0.894   -0.464   0.017    -0.009   0.878    0.474   


24.388   -0.912   -0.453   0.055    -0.030   0.857    0.484   


24.423   -0.929   -0.441   0.095    -0.052   0.835    0.493   


24.455   -0.944   -0.429   0.131    -0.071   0.813    0.500   


24.485   -0.956   -0.418   0.165    -0.088   0.792    0.507   


24.515   -0.968   -0.407   0.198    -0.104   0.770    0.512   


24.543   -0.978   -0.397   0.230    -0.119   0.748    0.516   


24.570   -0.987   -0.386   0.261    -0.133   0.726    0.519   


24.594   -0.995   -0.376   0.290    -0.144   0.706    0.520   


24.616   -1.002   -0.367   0.316    -0.154   0.686    0.521   


24.637   -1.008   -0.359   0.339    -0.162   0.668    0.521   


24.656   -1.013   -0.351   0.363    -0.170   0.650    0.521   


24.675   -1.018   -0.343   0.385    -0.177   0.633    0.519   


24.693   -1.022   -0.335   0.406    -0.182   0.616    0.518   


24.711   -1.026   -0.328   0.427    -0.187   0.599    0.515   


24.728   -1.030   -0.321   0.447    -0.192   0.583    0.512   


24.744   -1.033   -0.314   0.466    -0.196   0.567    0.509   


24.760   -1.036   -0.307   0.485    -0.199   0.551    0.505   


24.775   -1.039   -0.300   0.503    -0.201   0.536    0.501   


24.790   -1.042   -0.293   0.520    -0.203   0.521    0.497   


24.804   -1.044   -0.287   0.537    -0.205   0.507    0.492   


24.819   -1.046   -0.281   0.554    -0.206   0.492    0.487   


24.832   -1.048   -0.275   0.570    -0.207   0.478    0.481   


24.846   -1.050   -0.269   0.585    -0.207   0.465    0.475   


24.859   -1.051   -0.263   0.600    -0.207   0.451    0.469   


24.873   -1.053   -0.257   0.615    -0.206   0.438    0.463   


24.886   -1.054   -0.250   0.630    -0.206   0.424    0.456   


24.900   -1.056   -0.244   0.645    -0.204   0.411    0.448   


24.914   -1.057   -0.238   0.660    -0.203   0.397    0.440   


24.928   -1.058   -0.231   0.675    -0.201   0.383    0.432   


24.942   -1.059   -0.224   0.690    -0.198   0.368    0.423   


24.957   -1.059   -0.217   0.706    -0.195   0.354    0.413   


24.973   -1.060   -0.210   0.721    -0.192   0.339    0.402   


24.989   -1.061   -0.202   0.737    -0.188   0.323    0.390   


25.006   -1.061   -0.194   0.754    -0.183   0.307    0.378   


25.024   -1.061   -0.186   0.770    -0.178   0.291    0.364   


25.043   -1.061   -0.177   0.787    -0.172   0.274    0.349   


25.062   -1.061   -0.167   0.805    -0.165   0.256    0.332   


25.082   -1.060   -0.158   0.821    -0.157   0.239    0.315   


25.102   -1.059   -0.148   0.838    -0.149   0.221    0.297   


25.123   -1.058   -0.138   0.854    -0.141   0.204    0.278   


25.143   -1.056   -0.127   0.869    -0.132   0.187    0.259   


25.165   -1.054   -0.117   0.884    -0.122   0.170    0.239   


25.186   -1.051   -0.106   0.899    -0.112   0.153    0.218   


25.209   -1.048   -0.094   0.913    -0.101   0.135    0.196   


25.232   -1.044   -0.082   0.927    -0.090   0.118    0.172   


25.256   -1.040   -0.070   0.940    -0.078   0.100    0.148   


25.281   -1.035   -0.057   0.953    -0.065   0.081    0.121   


25.308   -1.029   -0.043   0.966    -0.051   0.062    0.093   


25.336   -1.021   -0.028   0.979    -0.036   0.042    0.063   


25.367   -1.012   -0.011   0.992    -0.020   0.020    0.031   


25.401   -1.001   0.007    1.004    -0.002   -0.003   -0.005  


25.437   -0.987   0.026    1.016    0.017    -0.029   -0.043  


25.474   -0.971   0.046    1.026    0.037    -0.055   -0.083  


25.508   -0.955   0.063    1.034    0.055    -0.079   -0.118  


25.539   -0.939   0.079    1.040    0.071    -0.101   -0.150  


25.566   -0.923   0.093    1.045    0.085    -0.122   -0.178  


25.594   -0.907   0.106    1.050    0.099    -0.143   -0.205  


25.618   -0.890   0.118    1.053    0.112    -0.162   -0.230  


25.643   -0.874   0.129    1.055    0.124    -0.182   -0.253  


25.666   -0.856   0.139    1.057    0.136    -0.201   -0.275  


25.689   -0.839   0.149    1.059    0.147    -0.220   -0.296  


25.711   -0.821   0.158    1.060    0.158    -0.239   -0.316  


25.732   -0.803   0.166    1.061    0.168    -0.258   -0.334  


25.753   -0.784   0.173    1.061    0.179    -0.277   -0.352  


25.774   -0.765   0.180    1.061    0.189    -0.296   -0.368  


25.793   -0.747   0.185    1.061    0.198    -0.314   -0.383  


25.813   -0.728   0.190    1.060    0.207    -0.332   -0.397  


25.830   -0.711   0.194    1.060    0.215    -0.349   -0.409  


25.847   -0.694   0.198    1.059    0.223    -0.365   -0.421  


25.863   -0.677   0.201    1.058    0.230    -0.381   -0.431  


25.879   -0.660   0.203    1.057    0.238    -0.397   -0.440  


25.894   -0.644   0.204    1.055    0.245    -0.412   -0.449  


25.908   -0.628   0.206    1.054    0.251    -0.426   -0.457  


25.922   -0.612   0.206    1.053    0.258    -0.440   -0.464  


25.936   -0.597   0.207    1.051    0.264    -0.454   -0.471  


25.950   -0.581   0.207    1.049    0.270    -0.468   -0.477  


25.963   -0.566   0.206    1.048    0.276    -0.481   -0.482  


25.976   -0.551   0.206    1.046    0.282    -0.495   -0.488  


25.990   -0.535   0.205    1.044    0.288    -0.509   -0.493  


26.004   -0.519   0.203    1.041    0.294    -0.522   -0.497  


26.018   -0.503   0.201    1.039    0.300    -0.536   -0.501  


26.032   -0.486   0.199    1.036    0.306    -0.551   -0.505  


26.046   -0.469   0.196    1.034    0.313    -0.565   -0.509  


26.061   -0.451   0.193    1.031    0.319    -0.580   -0.512  


26.077   -0.433   0.189    1.027    0.326    -0.594   -0.514  


26.092   -0.415   0.184    1.024    0.332    -0.609   -0.517  


26.108   -0.396   0.180    1.020    0.339    -0.624   -0.519  


26.124   -0.377   0.174    1.016    0.346    -0.640   -0.520  


26.141   -0.357   0.168    1.012    0.353    -0.655   -0.521  


26.158   -0.337   0.161    1.007    0.360    -0.670   -0.521  


26.176   -0.316   0.154    1.002    0.367    -0.686   -0.521  


26.195   -0.294   0.146    0.996    0.375    -0.703   -0.521  


26.215   -0.270   0.136    0.990    0.383    -0.720   -0.519  


26.237   -0.245   0.126    0.983    0.392    -0.738   -0.517  


26.261   -0.218   0.114    0.974    0.401    -0.757   -0.514  


26.285   -0.190   0.100    0.965    0.410    -0.775   -0.511  


26.310   -0.161   0.086    0.955    0.420    -0.794   -0.506  


26.336   -0.132   0.071    0.944    0.429    -0.813   -0.501  


26.364   -0.101   0.055    0.932    0.439    -0.831   -0.494  


26.392   -0.069   0.038    0.918    0.449    -0.849   -0.487  


26.423   -0.035   0.019    0.903    0.459    -0.868   -0.478  


26.455   0.001    -0.001   0.885    0.469    -0.886   -0.469  


26.490   0.039    -0.022   0.866    0.480    -0.905   -0.458  


26.525   0.079    -0.043   0.844    0.489    -0.923   -0.446  


26.559   0.116    -0.063   0.822    0.498    -0.938   -0.434  


26.590   0.151    -0.081   0.800    0.504    -0.951   -0.423  


26.620   0.185    -0.098   0.778    0.510    -0.964   -0.412  


26.649   0.218    -0.114   0.756    0.514    -0.975   -0.401  


26.676   0.250    -0.128   0.734    0.518    -0.984   -0.390  


26.703   0.281    -0.141   0.712    0.520    -0.993   -0.379  


26.726   0.308    -0.151   0.692    0.521    -1.000   -0.370  


26.747   0.332    -0.160   0.674    0.521    -1.006   -0.361  


26.767   0.356    -0.168   0.655    0.521    -1.012   -0.353  


26.787   0.379    -0.175   0.638    0.520    -1.017   -0.345  


26.805   0.401    -0.181   0.620    0.518    -1.021   -0.337  


26.823   0.422    -0.186   0.603    0.516    -1.025   -0.330  


26.840   0.442    -0.191   0.587    0.513    -1.029   -0.322  


26.856   0.462    -0.195   0.571    0.510    -1.032   -0.315  


26.872   0.481    -0.198   0.555    0.506    -1.036   -0.308  


26.888   0.499    -0.201   0.540    0.502    -1.038   -0.302  


26.903   0.517    -0.203   0.524    0.498    -1.041   -0.295  


26.918   0.534    -0.204   0.510    0.493    -1.043   -0.288  


26.932   0.550    -0.206   0.495    0.488    -1.046   -0.282  


26.946   0.566    -0.206   0.481    0.482    -1.048   -0.276  


26.960   0.582    -0.207   0.467    0.477    -1.049   -0.270  


26.973   0.597    -0.207   0.454    0.471    -1.051   -0.264  


26.987   0.612    -0.206   0.440    0.464    -1.053   -0.258  


27.000   0.627    -0.206   0.427    0.457    -1.054   -0.251  


27.014   0.642    -0.205   0.413    0.450    -1.055   -0.245  


27.028   0.657    -0.203   0.399    0.442    -1.056   -0.239  


27.042   0.673    -0.201   0.385    0.433    -1.058   -0.232  


27.056   0.688    -0.199   0.371    0.424    -1.059   -0.226  


27.071   0.703    -0.196   0.356    0.414    -1.059   -0.218  


27.087   0.719    -0.193   0.341    0.404    -1.060   -0.211  


27.103   0.735    -0.189   0.326    0.392    -1.061   -0.204  


27.120   0.751    -0.184   0.310    0.380    -1.061   -0.196  


27.138   0.768    -0.179   0.293    0.366    -1.061   -0.187  


27.156   0.785    -0.173   0.276    0.351    -1.061   -0.178  


27.176   0.803    -0.166   0.258    0.334    -1.061   -0.169  


27.196   0.820    -0.158   0.241    0.317    -1.060   -0.159  


27.216   0.836    -0.150   0.223    0.299    -1.059   -0.149  


27.237   0.852    -0.142   0.206    0.280    -1.058   -0.139  


27.258   0.868    -0.133   0.189    0.261    -1.056   -0.128  


27.279   0.883    -0.123   0.171    0.241    -1.054   -0.118  


27.301   0.897    -0.113   0.154    0.220    -1.051   -0.107  


27.323   0.912    -0.102   0.137    0.197    -1.048   -0.095  


27.346   0.926    -0.091   0.119    0.174    -1.045   -0.083  


27.370   0.939    -0.079   0.101    0.149    -1.040   -0.071  


27.396   0.953    -0.066   0.083    0.123    -1.035   -0.058  


27.422   0.966    -0.052   0.063    0.095    -1.029   -0.043  


27.451   0.979    -0.037   0.043    0.065    -1.022   -0.028  


27.482   0.991    -0.020   0.021    0.032    -1.013   -0.012  


27.516   1.003    -0.003   -0.002   -0.003   -1.001   0.006   


27.552   1.015    0.017    -0.027   -0.042   -0.988   0.025   


27.589   1.026    0.037    -0.054   -0.081   -0.972   0.045   


27.624   1.034    0.054    -0.078   -0.117   -0.956   0.063   


27.654   1.040    0.070    -0.101   -0.149   -0.940   0.078   


27.682   1.045    0.085    -0.122   -0.178   -0.924   0.093   


27.710   1.050    0.099    -0.143   -0.205   -0.907   0.106   


27.735   1.053    0.112    -0.162   -0.230   -0.890   0.118   


27.759   1.055    0.124    -0.182   -0.253   -0.874   0.129   


27.783   1.057    0.136    -0.201   -0.275   -0.856   0.139   


27.805   1.059    0.147    -0.220   -0.296   -0.839   0.149   


27.827   1.060    0.158    -0.239   -0.316   -0.821   0.158   


27.849   1.061    0.169    -0.258   -0.334   -0.802   0.166   


27.870   1.061    0.179    -0.277   -0.352   -0.784   0.173   


27.891   1.061    0.189    -0.297   -0.369   -0.765   0.180   


27.911   1.061    0.198    -0.315   -0.384   -0.746   0.186   


27.930   1.060    0.207    -0.333   -0.398   -0.727   0.191   


27.947   1.060    0.215    -0.350   -0.410   -0.710   0.195   


27.964   1.059    0.223    -0.366   -0.421   -0.693   0.198   


27.980   1.058    0.231    -0.382   -0.432   -0.676   0.201   


27.996   1.057    0.238    -0.398   -0.441   -0.659   0.203   


28.011   1.055    0.245    -0.413   -0.450   -0.643   0.205   


28.026   1.054    0.252    -0.427   -0.458   -0.627   0.206   


28.040   1.052    0.258    -0.442   -0.465   -0.611   0.206   


28.054   1.051    0.265    -0.456   -0.471   -0.595   0.207   


28.067   1.049    0.271    -0.469   -0.477   -0.580   0.207   


28.081   1.047    0.277    -0.483   -0.483   -0.564   0.206   


28.094   1.045    0.283    -0.497   -0.488   -0.549   0.206   


28.108   1.043    0.289    -0.510   -0.493   -0.533   0.204   


28.122   1.041    0.295    -0.524   -0.498   -0.517   0.203   


28.136   1.039    0.301    -0.538   -0.502   -0.500   0.201   


28.150   1.036    0.307    -0.552   -0.506   -0.484   0.198   


28.165   1.033    0.314    -0.567   -0.509   -0.466   0.196   


28.180   1.030    0.320    -0.582   -0.512   -0.448   0.192   


28.195   1.027    0.327    -0.597   -0.515   -0.430   0.188   


28.211   1.023    0.333    -0.612   -0.517   -0.412   0.184   


28.227   1.020    0.340    -0.627   -0.519   -0.393   0.179   


28.243   1.015    0.347    -0.642   -0.520   -0.373   0.173   


28.260   1.011    0.354    -0.658   -0.521   -0.353   0.167   


28.278   1.006    0.361    -0.673   -0.521   -0.333   0.160   


28.296   1.001    0.369    -0.689   -0.521   -0.312   0.153   


28.315   0.995    0.376    -0.706   -0.520   -0.289   0.144   


28.336   0.989    0.385    -0.723   -0.519   -0.265   0.134   


28.358   0.981    0.393    -0.742   -0.517   -0.239   0.123   


28.382   0.972    0.403    -0.761   -0.514   -0.212   0.111   


28.407   0.963    0.412    -0.779   -0.510   -0.184   0.098   


28.432   0.953    0.422    -0.798   -0.505   -0.155   0.083   


28.459   0.941    0.431    -0.817   -0.499   -0.125   0.068   


28.487   0.929    0.441    -0.835   -0.493   -0.094   0.051   


28.516   0.915    0.451    -0.854   -0.485   -0.061   0.034   


28.547   0.899    0.462    -0.872   -0.476   -0.026   0.015   


28.580   0.881    0.472    -0.891   -0.466   0.010    -0.006  


28.615   0.860    0.482    -0.910   -0.455   0.049    -0.027  


28.651   0.838    0.492    -0.927   -0.443   0.089    -0.049  


28.684   0.816    0.500    -0.942   -0.431   0.126    -0.069  


28.714   0.794    0.506    -0.955   -0.420   0.161    -0.086  


28.744   0.772    0.511    -0.967   -0.409   0.195    -0.103  


28.773   0.750    0.515    -0.977   -0.398   0.227    -0.118  


28.800   0.728    0.518    -0.987   -0.387   0.259    -0.132  


28.827   0.706    0.520    -0.995   -0.376   0.289    -0.144  


28.849   0.686    0.521    -1.002   -0.367   0.316    -0.154  


28.870   0.668    0.521    -1.008   -0.359   0.340    -0.163  


28.890   0.650    0.521    -1.013   -0.350   0.363    -0.170  


28.909   0.632    0.519    -1.018   -0.342   0.386    -0.177  


28.927   0.615    0.517    -1.023   -0.335   0.408    -0.183  


28.945   0.598    0.515    -1.027   -0.327   0.428    -0.188  


28.962   0.582    0.512    -1.030   -0.320   0.449    -0.192  


28.978   0.566    0.509    -1.034   -0.313   0.468    -0.196  


28.994   0.550    0.505    -1.037   -0.306   0.487    -0.199  


29.010   0.534    0.501    -1.039   -0.299   0.505    -0.201  


29.025   0.519    0.496    -1.042   -0.293   0.523    -0.203  


29.039   0.505    0.491    -1.044   -0.286   0.540    -0.205  


29.053   0.490    0.486    -1.046   -0.280   0.556    -0.206  


29.067   0.476    0.480    -1.048   -0.274   0.572    -0.207  


29.081   0.462    0.474    -1.050   -0.267   0.588    -0.207  


29.095   0.449    0.468    -1.052   -0.261   0.603    -0.207  


29.108   0.435    0.461    -1.053   -0.255   0.618    -0.206  


29.122   0.421    0.454    -1.055   -0.249   0.633    -0.205  


29.136   0.407    0.447    -1.056   -0.243   0.648    -0.204  


29.150   0.393    0.439    -1.057   -0.236   0.664    -0.202  


29.164   0.379    0.430    -1.058   -0.230   0.679    -0.200  


29.179   0.365    0.420    -1.059   -0.223   0.694    -0.198  


29.194   0.350    0.410    -1.060   -0.215   0.710    -0.195  


29.210   0.334    0.399    -1.060   -0.208   0.726    -0.191  


29.227   0.319    0.387    -1.061   -0.200   0.742    -0.187  


29.244   0.302    0.374    -1.061   -0.192   0.759    -0.182  


29.262   0.286    0.359    -1.061   -0.183   0.776    -0.176  


29.282   0.268    0.344    -1.061   -0.174   0.793    -0.170  
